Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Supervisor District,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2015-061,(5) First Construction Document Issued,1178 Folsom,1178,Folsom,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,07/18/2016,12/21/2017,12/21/2017,02/14/2020,Transworld Construction,,,2012.1553,http://propertymap.sfplanning.org/?search=2012.1553,"2012.1553C, 2012.1553E, 2012.1553IKA, 2012.1553U, 2012.1553V",03/26/2015,Fee Payment,42,0,42,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77568992,-122.409773879999,POINT (-122.409773879999 37.77568992)
2012-020,(5) First Construction Document Issued,455 Fell St (Parcel O),455,Fell,St,94102,5,Hayes Valley,MOHCD,Multifamily Rental Program,0,New Construction,Rental,10/24/2017,11/17/2016,05/18/2017,05/18/2017,08/23/2019,Mercy Housing California,San Francisco Housing Development Corporation,455 Fell LP,2015-002837PRJ,http://propertymap.sfplanning.org/?search=2015-002837PRJ,"2015-001364PPA,2015-002837CUA,2015-002837ENV,2015-002837SHD",01/07/2016,,108,107,1,99,0,1,57,41,8,0,0,11,1,2bd,107,0,0,33,0,33,0,33,0,0,0,0,74,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-039,(5) First Construction Document Issued,El Dorado,150,9th,St,94103,6,South of Market,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,07/01/2019,,,07/01/2019,11/01/2019,Conard House,,Conard House Development Corp,Not Applicable,,,,,57,57,0,100,57,0,0,0,0,0,0,0,0,,57,0,0,10,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-017,(4) Site Work Permit Issued,807 Franklin St,807,Franklin,St,94102,5,Western Addition,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/31/2018,,07/01/2019,08/24/2021,801 Franklin LLC,,,2013.1224,http://propertymap.sfplanning.org/?search=2013.1224,"2013.1224CUA,2013.1224E,2013.1224SHD,2013.1224TDM,2013.1224U",08/30/2018,Fee Payment,48,0,48,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-125,(2) Predevelopment Feasibility,CPN-Block 11a,,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 2,New Construction,Ownership,02/01/2025,,,02/01/2025,07/26/2026,,,,0,http://propertymap.sfplanning.org/?search=0,,,,422,21,401,5,0,0,0,0,0,0,0,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-110,(4) Site Work Permit Issued,1270 Mission,1270,Mission,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,10/26/2018,12/19/2020,AGI Avant,,,2014.0926,http://propertymap.sfplanning.org/?search=2014.0926,"2014.0926DNX,2014.0926GPA,2014.0926MAP,2014.0926PCA,2014.0926PPA,2014.0926SHD,2014.0926U,2014.0926VAR",10/27/2016,On-site BMR Project,299,64,235,21,0,16,33,12,3,0,0,0,0,,64,0,0,0,0,0,0,0,0,0,0,61,0,0,3,0,0,0,0,0,0,0,37.776807078,-122.414522787999,POINT (-122.414522787999 37.776807078)
2017-021,(3) Design with Entitlements Approved,1540 Market,1540,Market,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,06/14/2019,08/07/2021,Build Inc,,,2009.0159,http://propertymap.sfplanning.org/?search=2009.0159,"2009.0159CUA,2009.0159E,2009.0159E_3,2009.0159GPA,2009.0159IKA,2009.0159K,2009.0159MAP,2009.0159VAR,2009.0159X",06/15/2017,Fee Payment,319,0,319,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.775112963,-122.419839893999,POINT (-122.419839893999 37.775112963)
2013-045,(6) Complete,Ping Yuen North,848-856,Pacific,Ave,94133,3,Chinatown,MOHCD,Rental Assistance Demonstration Program (RAD),0,Rehabilitation,Rental,11/30/2016,05/03/2016,10/18/2016,10/18/2016,10/17/2019,Chinatown Community Development Center,,"North Ping Yuen, LP",2015-011574PRJ,http://propertymap.sfplanning.org/?search=2015-011574PRJ,"2015-011574ENV,2015-011574VAR",,,200,199,1,100,0,46,32,99,22,0,0,9,1,2bd,199,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-068,(2) Predevelopment Feasibility,4840 Mission,4840,Mission,St,94112,11,Outer Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,11/01/2020,,,11/01/2020,06/01/2022,BRIDGE Housing Corporation,,"4840 Mission Housing Associates, L.P.",2016-012545PRJ,http://propertymap.sfplanning.org/?search=2016-012545PRJ,"2016-012545ENV,2016-012545PPA,2016-012545PRV",,,137,135,2,99,0,0,58,61,16,0,0,7,2,2bd; 2bd,135,0,0,0,0,0,35,0,44,24,9,0,0,21,0,5,32,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-011,(2) Predevelopment Feasibility,3158 Mission (El Rio),3158,Mission,St,94110,9,Bernal Heights,MOHCD,Small Sites Program,0,Rehabilitation,Rental,,,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",0,http://propertymap.sfplanning.org/?search=0,,,,8,8,0,100,0,0,0,6,2,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-027,(3) Design with Entitlements Approved,1629 Market,1629,Market,St,94103,6,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,10/18/2019,12/11/2021,"Strada Brady, LLC",,,2015-005848PRJ,http://propertymap.sfplanning.org/?search=2015-005848PRJ,"2015-005848CUA,2015-005848ENV,2015-005848GPA,2015-005848PCA,2015-005848PPA,2016-005955DVA,2016-005955TDM",10/19/2017,On-site BMR Project,584,158,426,27,0,0,0,0,0,0,0,0,0,,158,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,37.7735293,-122.420311384999,POINT (-122.420311384999 37.7735293)
2017-052,(3) Design with Entitlements Approved,1201 Powell Street,1201,Powell,St,94133,3,Nob Hill,MOHCD,Small Sites Program,0,Rehabilitation,Rental,02/01/2020,,,02/01/2020,08/01/2020,Chinatown Community Development Center,,,Not Applicable,,,,,17,17,0,100,0,13,4,0,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-085,(4) Site Work Permit Issued,Mission Bay South Block 9,410,China Basin,St,94158,6,Mission Bay,OCII,Multifamily Rental Program,Mission Bay,New Construction,Rental,06/01/2020,,,06/01/2020,09/01/2021,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,141,140,1,99,0,140,0,0,0,0,0,0,1,1bd,140,0,0,140,0,140,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2014-019,(5) First Construction Document Issued,1500 Mission (Goodwill),1500,Mission,St,94103,6,Mission,MOHCD,Bond Financed Inclusionary Housing,0,New Construction,Rental,,10/03/2017,03/21/2018,03/21/2018,05/14/2020,Related California,,,2014-000362PRJ,http://propertymap.sfplanning.org/?search=2014-000362PRJ,"2014-000362DNX,2014-000362ENV,2014-000362GPA,2014-000362MAP,2014-000362PCA,2014-000362SHD,2014-000362SUB,2014.1208PPA,2014.1208U",03/23/2017,On-site BMR Project,548,110,438,20,0,40,29,39,2,0,0,0,0,,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,37.774186409,-122.418126654999,POINT (-122.418126654999 37.774186409)
2017-036,(5) First Construction Document Issued,Treasure Island C3.2 Maceo May Apartments,1,Avenue of the Palms,,94130,6,Treasure Island,MOHCD,Multifamily Rental Program,0,New Construction,Rental,02/04/2020,,,02/04/2020,08/10/2021,Chinatown Community Development Center,Swords to Plowshares,"Maceo May Apts, LP",Not Yet Available,,,,,105,104,1,99,0,24,47,33,0,0,0,0,1,2bd,104,0,0,24,0,0,0,0,23,0,80,0,1,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-037,(2) Predevelopment Feasibility,Treasure Island C3.1,,Address not yet assigned,,94130,6,Treasure Island,MOHCD,Multifamily Rental Program,0,New Construction,Rental,02/09/2021,,,02/09/2021,06/03/2023,Mercy Housing California,Catholic Charities,"Mercy Housing California 82, LP",Not Yet Available,,,,,135,134,1,99,0,0,18,62,40,14,0,0,1,,134,0,0,66,0,0,0,0,66,0,15,0,0,30,0,23,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-027,(5) First Construction Document Issued,875 California,875,California,St,94108,3,Nob Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/29/2017,05/08/2018,05/08/2018,07/01/2020,,,,2014-000609PRJ,http://propertymap.sfplanning.org/?search=2014-000609PRJ,"2014-000609CND,2014-000609CUA,2014-000609ENV,2014-000609SHD,2014-000609VAR",04/07/2016,Fee Payment,44,0,44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.791787646,-122.408790973999,POINT (-122.408790973999 37.791787646)
2018-004,(5) First Construction Document Issued,1140-1150 Harrison,1140-1150,Harrison,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/05/2018,,06/05/2019,07/29/2021,Scott Youdall,,,2016-001738PRJ,http://propertymap.sfplanning.org/?search=2016-001738PRJ,"2016-001738CUA,2016-001738ENV,2016-001738GPR,2016-001738PPA,2016-001738PRV,2016-001738TDM,2016-001738VAR",04/26/2018,Fee Payment,371,0,371,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-117,(5) First Construction Document Issued,830 Eddy & 815 Van Ness,830,Eddy & 815 Van Ness,St,94109,5,Western Addition,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,09/07/2018,,03/08/2019,05/01/2021,Build Inc,,,2015-009460PRJ,http://propertymap.sfplanning.org/?search=2015-009460PRJ,"2015-009460CUA,2015-009460ENV,2015-009460PPA,2015-009460SHD",12/08/2016,On-site BMR Project,137,20,117,15,0,4,10,6,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,37.78309269,-122.421500997999,POINT (-122.421500997999 37.78309269)
2018-019,(3) Design with Entitlements Approved,450 O'Farrell St,450,O'Farrell,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,09/11/2020,11/05/2022,450 O'Farrell Partners LLC,,,2013.1535,http://propertymap.sfplanning.org/?search=2013.1535,"2013.1535CUA,2013.1535ENV,2013.1535PPA,2013.1535SHD,2013.1535TDM,2013.1535U",09/13/2018,On-site BMR Project,176,23,153,13,0,5,9,9,0,0,0,0,0,,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-043,(6) Complete,2782-2786 24th,2782-2786,24th,St,94110,9,Mission,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,09/01/2018,07/13/2018,,09/01/2018,02/01/2019,Mission Housing Development Corporation,,Mission Housing Development Corporation,Not Applicable,,,,,3,3,0,100,0,0,1,0,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
1990-009,(2) Predevelopment Feasibility,Senator Residence,519,Ellis,St,94102,6,Tenderloin,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,,,,,,Community Housing Partnership,,,Not Applicable,,,,,89,89,0,100,71,0,18,0,0,0,0,0,0,,89,0,0,89,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-076,(5) First Construction Document Issued,390 1st,390,1st,St,94105,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,05/04/2018,11/28/2018,11/28/2018,01/21/2021,John Kevlin,,,2014.1041,http://propertymap.sfplanning.org/?search=2014.1041,"2014.1041CUA,2014.1041DNX,2014.1041E,2014.1041SHD,2014.1041U",08/04/2016,On-site BMR Project,180,22,158,12,0,7,6,8,1,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,37.786091477,-122.393472930999,POINT (-122.393472930999 37.786091477)
2017-009,(5) First Construction Document Issued,1028 Market,1028,Market,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,12/07/2018,,06/07/2019,07/31/2021,"LCL Global-1028 Market Street, LLC",,,2014.0241,http://propertymap.sfplanning.org/?search=2014.0241,"2014.0241CUA,2014.0241E,2014.0241SHD,2014.0241U,2014.0241VAR,2014.0241X",01/26/2017,On-site BMR Project,186,25,161,13,0,13,2,8,2,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,37.781883481,-122.411323333999,POINT (-122.411323333999 37.781883481)
2016-047,(3) Design with Entitlements Approved,"Block 48, Phase 2 (Blocks M, N1, N2, O, P)",869,La Salle,Ave,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,04/01/2021,,,04/01/2021,09/23/2022,Lennar,,,Not Applicable,,,03/03/2015,,87,11,76,13,0,0,3,7,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-019,(5) First Construction Document Issued,2301 Lombard,2301,Lombard,St,94123,2,Marina,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,09/24/2018,04/01/2019,04/01/2019,05/25/2021,DM Development,,,2015-014040PRJ,http://propertymap.sfplanning.org/?search=2015-014040PRJ,"2015-014040CUA,2015-014040ENV,2015-014040PPA,2015-014040TDM,2015-014040VAR",06/01/2017,Fee Payment,22,0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-064,(3) Design with Entitlements Approved,2293 Powell,2293,Powell,St,94133,3,North Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,12/07/2017,01/31/2020,Cynthia Wong,,,2013.0341,http://propertymap.sfplanning.org/?search=2013.0341,"2013.0341CND,2013.0341E,2013.0341U,2013.0341VAR",12/09/2015,On-site BMR Project,17,2,15,12,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37.805612259,-122.412238957999,POINT (-122.412238957999 37.805612259)
2015-019,(4) Site Work Permit Issued,1000 Mississippi,1000,Mississippi,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,04/22/2016,,10/21/2016,06/29/2019,"Heights Properties, LLP",,,2014.1019,http://propertymap.sfplanning.org/?search=2014.1019,"2006.0810,2006.0810C,2006.0810E,2006.0810K,2014.1019C",05/14/2015,On-site BMR Project,28,3,25,11,0,0,0,3,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.753531192,-122.394231279999,POINT (-122.394231279999 37.753531192)
2019-003,(3) Design with Entitlements Approved,520 Shrader,520,Shrader,St,94117,5,Haight Ashbury,MOHCD,Small Sites Program,0,Rehabilitation,Rental,07/01/2019,,,07/01/2019,02/01/2020,"Mission Economic Development Agency, San Francisco Housing Development Corporation",,,Not Applicable,,,,,7,7,0,100,0,0,7,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-033,(4) Site Work Permit Issued,Sunnydale - Block 6,242,Hahn,St,94134,10,Visitacion Valley,MOHCD,HOPE SF,0,New Construction,Rental,12/01/2019,,,12/01/2019,06/01/2021,Mercy Housing California,Related California,"Sunnydale Block 6 Housing Partnership, LP",Not Yet Available,,,03/03/2017,,168,167,1,99,0,0,21,95,40,11,0,23,1,3bd,167,0,0,0,0,0,125,0,0,0,125,0,0,42,0,0,0,0,0,0,0,0,37.711091598,-122.417376167999,POINT (-122.417376167999 37.711091598)
2013-041,(6) Complete,Westside Courts,2501,Sutter,St,94115,5,Japantown,MOHCD,Rental Assistance Demonstration Program (RAD),0,Rehabilitation,Rental,11/07/2016,06/15/2016,11/09/2016,11/09/2016,04/18/2019,Related California,Tabernacle Community Development Corp,"Westide Courts Housing Partners, LP",2015-015999PRJ,http://propertymap.sfplanning.org/?search=2015-015999PRJ,,,,135,134,1,99,0,0,83,23,20,8,0,0,1,2bd,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-005,(3) Design with Entitlements Approved,2525 Van Ness,2525,Van Ness,Ave,94123,2,Marina,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,05/01/2020,06/25/2022,Executive Group,,,2016-002728PRJ,http://propertymap.sfplanning.org/?search=2016-002728PRJ,"2016-002728CUA,2016-002728ENV,2016-002728PPA,2016-002728TDM,2016-002728VAR",05/03/2018,Fee Payment,28,0,28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-029,(5) First Construction Document Issued,2444 Lombard,2444,Lombard,St,94123,2,Marina,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,10/03/2018,10/03/2018,10/03/2018,11/26/2020,JS Sullivan Development,,,2014.1183,http://propertymap.sfplanning.org/?search=2014.1183,"2014.1183CUA,2014.1183ENV,2014.1183PPA,2014.1183TDM,2014.1183U",10/19/2017,On-site BMR Project,41,6,35,15,0,0,2,4,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37.799413573,-122.442052406999,POINT (-122.442052406999 37.799413573)
2017-041,(2) Predevelopment Feasibility,Hayes Valley South HOPE VI,401,Rose,St,94102,5,Western Addition,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,02/15/2020,,,02/15/2020,08/15/2021,McCormack Baron Salazar,San Francisco Housing Development Corporation,"Hayes Valley IV, LP",Not Applicable,,,,,110,109,1,99,0,0,16,69,17,7,0,11,1,3bd,109,0,0,0,0,0,0,0,0,0,66,0,43,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-002,(6) Complete,1 Henry Adams,1,Henry Adams,,94103,10,Mission Bay,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,07/08/2014,01/30/2015,01/30/2015,01/08/2019,,,,2012.0701,http://propertymap.sfplanning.org/?search=2012.0701,"2012.0701K,2012.0701X",01/24/2013,Land Dedication,239,0,239,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.769201433,-122.403472986999,POINT (-122.403472986999 37.769201433)
2016-007,(5) First Construction Document Issued,2177 3rd (aka 700 Illinois),2177,03rd,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,06/08/2017,12/27/2017,12/27/2017,02/20/2020,"M. Gaehwiler Construction, Inc.",,,2013.0784,http://propertymap.sfplanning.org/?search=2013.0784,"2013.0784CND,2013.0784E,2013.0784K,2013.0784U,2013.0784X",07/20/2017,"On-site BMR Project, Fee Payment",114,8,106,7,0,1,4,3,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,37.76223553,-122.388291038999,POINT (-122.388291038999 37.76223553)
2016-126,(3) Design with Entitlements Approved,CPN-Block 2a,,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 2,New Construction,Ownership,07/01/2023,,,07/01/2023,12/22/2024,,,,0,http://propertymap.sfplanning.org/?search=0,,03/20/2018,,130,7,123,5,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-002,(3) Design with Entitlements Approved,820 Post St,820,Post,St,94109,3,Nob Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,02/19/2021,04/15/2023,Elevation Architects,,,2016-015997PRJ,http://propertymap.sfplanning.org/?search=2016-015997PRJ,,02/21/2019,On-site BMR Project,12,1,11,8,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-019,(5) First Construction Document Issued,201 Macalla Rd,201,Macalla,Rd,94130,6,Treasure Island,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,06/10/2019,11/21/2019,11/21/2019,01/14/2022,,,,0,http://propertymap.sfplanning.org/?search=0,,05/22/2019,,124,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2012-005,(2) Predevelopment Feasibility,Alice Griffith Phase 5 (Blocks 14 & 15),,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,HOPE SF,Candlestick Point,New Construction,Rental,04/01/2024,,,04/01/2024,12/01/2025,McCormack Baron Salazar,,Entity to be formed,Not Applicable,,,,,36,35,1,97,0,0,0,0,0,29,6,4,1,2bd,35,0,0,0,0,0,30,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,37.718764238,-122.387736788999,POINT (-122.387736788999 37.718764238)
2017-018,(3) Design with Entitlements Approved,519 Ellis,519,Ellis,St,94109,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,06/11/2020,08/05/2022,"Reuben, Junius & Rose, LLP",,,2018-008501PRJ,http://propertymap.sfplanning.org/?search=2018-008501PRJ,,06/13/2018,On-site BMR Project,21,3,18,14,0,3,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37.784298203,-122.415003797999,POINT (-122.415003797999 37.784298203)
2008-007,(5) First Construction Document Issued,2800 Sloat Boulevard,2800,Sloat,Blvd,94116,4,Sunset/Parkside,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,12/30/2014,10/05/2015,10/05/2015,06/29/2019,Ocean Park Development,,,2005.1066,http://propertymap.sfplanning.org/?search=2005.1066,"2005.1066C,2005.1066E,2005.1066E_3,2005.1066K,2005.1066P",11/13/2008,On-site BMR Project,56,7,49,13,0,0,2,5,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37.735853773,-122.504737331999,POINT (-122.504737331999 37.735853773)
2018-009,(3) Design with Entitlements Approved,600 20th,600,20th,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,06/12/2020,08/06/2022,Workshop1,,,2016-008651PRJ,http://propertymap.sfplanning.org/?search=2016-008651PRJ,"2016-008651ENV,2016-008651ENX,2016-008651PPA,2016-008651TDM",06/14/2018,On-site BMR Project,21,3,18,14,0,0,1,2,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-069,(2) Predevelopment Feasibility,Frederick Douglas Haynes Gardens,1049,Golden Gate,Ave,94115,5,Western Addition,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,,,,,,Human Good Affordable Housing,"Third Baptist Gardens, Inc.","FD Haynes Apartments, LP",0,http://propertymap.sfplanning.org/?search=0,,,,104,103,1,99,0,0,27,40,27,9,0,0,1,3bd,103,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,37.77961,-122.42778,POINT (-122.42778 37.77961)
2016-055,(5) First Construction Document Issued,2000-2070 Bryant,2000,Bryant,St,94110,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,07/27/2017,01/25/2018,01/25/2018,03/20/2020,Nick Podell Company,,,2013.0677,http://propertymap.sfplanning.org/?search=2013.0677,"2013.0677APL,2013.0677CND,2013.0677CUA,2013.0677E,2013.0677E_3,2013.0677LLA,2013.0677PPA,2013.0677U,2013.0677X",05/19/2016,"On-site BMR Project, Land Dedication",199,3,196,2,0,1,1,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.761194253,-122.410551745999,POINT (-122.410551745999 37.761194253)
2016-130,(4) Site Work Permit Issued,824 Hyde,824,Hyde,St,94109,3,Nob Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,04/22/2019,,10/21/2019,12/14/2021,,,,2016-010544PRJ,http://propertymap.sfplanning.org/?search=2016-010544PRJ,,03/03/2016,Fee Payment,14,0,14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78857857,-122.416591815999,POINT (-122.416591815999 37.78857857)
