Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_rxqg_mtj9,:@computed_region_jx4q_fizf,:@computed_region_uruc_drv6
201304184823,8,otc alterations permit,04/18/2013,1010,006,3518,,Sacramento,St,,,to complete work and obtain final inspection for work approved under original pa 200007316493,expired,02/03/2017,04/18/2013,04/18/2013,,,,2,2,,,04/13/2014,39000,39000,office,,office,0,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78794551577577, -122.45072253018225)",1302039386880,10,8,6,31,54,11,1,9,11
201304184825,8,otc alterations permit,04/18/2013,1010,006,3516,,Sacramento,St,,,to complete work and obtain final inspection for work approved under pa 200006142628,expired,02/03/2017,04/18/2013,04/18/2013,,,,2,3,,,04/13/2014,59000,59000,office,0,office,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78794551577577, -122.45072253018225)",130204087009,10,8,6,31,54,11,1,9,11
201304184825,8,otc alterations permit,04/18/2013,1010,006,3518,,Sacramento,St,,,to complete work and obtain final inspection for work approved under pa 200006142628,expired,02/03/2017,04/18/2013,04/18/2013,,,,2,3,,,04/13/2014,59000,59000,office,0,office,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78794551577577, -122.45072253018225)",1302041386880,10,8,6,31,54,11,1,9,11
201304184921,8,otc alterations permit,04/18/2013,1019,067,3563,,Sacramento,St,0,,"removal of drywall, new drywall with insulation,  new circulating pump running extra duct for bathroom. no change for (e) furnace, new lights in closet.",complete,09/26/2013,04/18/2013,04/18/2013,09/26/2013,,,3,3,,,04/13/2014,14000,14000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.787362098990236, -122.45125917805598)",1302171476729,10,8,6,31,54,11,1,9,11
201304225159,8,otc alterations permit,04/22/2013,0227,014,660,,Sacramento,St,,,to obtain final inspecitonfor work approved under pa # 200510054864.  all work is complete.,complete,12/05/2013,04/22/2013,04/22/2013,12/05/2013,,,4,4,,,04/17/2014,1,1,office,0,office,0,0,,2,constr type 2,2,constr type 2,,3,Chinatown,94111,"(37.793882764156784, -122.40400500443309)",1302466368741,104,6,3,6,28860,3,10,1,2
201304235239,8,otc alterations permit,04/23/2013,0237,014,353,,Sacramento,St,,,"12th floor - relocate fire sprinkler heads per tenant improvements, 3 relcoate.  ref t.i. #2013.04.08.4010",complete,08/29/2013,04/23/2013,04/23/2013,08/29/2013,,,23,23,,Y,04/18/2014,1500,1500,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",130256263381,108,6,3,8,28860,4,10,1,2
M388387,8,otc alterations permit,04/24/2013,0630,015,2554,,Sacramento,St,0,,street space,issued,04/24/2013,04/24/2013,04/24/2013,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78997842765163, -122.43507409832878)",1302719403468,102,4,6,30,29490,13,1,6,11
201304255455,8,otc alterations permit,04/25/2013,0627A,108,2200,,Sacramento,St,1404,,"remove vanities in 2 bathrooms, replace cabinets, toilets, sink, shower & shower surround. remove kitchen cabinets, replace with new cabinets & new appliances",complete,05/01/2014,04/25/2013,04/26/2013,05/01/2014,,,17,17,,,04/21/2014,35000,35000,apartments,126,apartments,126,2,,1,constr type 1,1,constr type 1,,2,Pacific Heights,94115,"(37.79068140052473, -122.42949844457807)",130285976858,102,4,6,30,29490,13,1,6,11
M389407,8,otc alterations permit,04/26/2013,0639,042,2151,,Sacramento,St,1,,street space,issued,04/26/2013,04/26/2013,04/26/2013,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.790291384738254, -122.42821505934837)",130306077335,102,4,6,30,28858,13,1,6,11
M389407,8,otc alterations permit,04/26/2013,0639,045,2151,,Sacramento,St,4,,street space,issued,04/26/2013,04/26/2013,04/26/2013,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.790291384738254, -122.42821505934837)",130306177338,102,4,6,30,28858,13,1,6,11
201304265621,3,additions alterations or repairs,04/26/2013,0640,017,2011,,Sacramento,St,,,"to comply w/ nov.  installation of 3 towerstream wifi antennas on rooftop & one equipment cabinet (29.2 x 26.4 x 8.5"") on interior stairwell wall & associated cables. drawings to follow (approved by ed sweeney)",filed,04/26/2013,04/26/2013,,,,,4,4,,,,5000,,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790533687762796, -122.42624870415976)",1303090236179,102,4,6,30,28858,13,1,6,11
201304305793,8,otc alterations permit,04/30/2013,1005,013,3064,,Sacramento,St,0,,"scaffolding building thru out, removing shingles off the building thru out. patching (e) siding that is underneath the shingles. replacing flashing of roof facade, painting building thru out",complete,04/23/2014,04/30/2013,04/30/2013,04/23/2014,,,3,3,,,04/25/2014,18000,18000,apartments,8,apartments,8,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78890765048618, -122.44346886190036)",1303312396707,102,8,6,30,29490,13,1,9,11
M390227,8,otc alterations permit,04/30/2013,0222,009,1100,,Sacramento,St,,,street space,issued,04/30/2013,04/30/2013,04/30/2013,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79294651184879, -122.41140684124001)",1303353233026,16,6,3,21,28857,3,10,1,2
201305015834,8,otc alterations permit,05/01/2013,0237,016,353,,Sacramento,St,,,add one strobe to extg fire alarm system. relocate one strobe and one speaker.,complete,07/29/2013,05/01/2013,05/01/2013,07/29/2013,,,23,23,,Y,04/26/2014,1400,1400,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79405271203426, -122.39975157573498)",130336363383,108,6,3,8,28860,4,10,1,2
201305015864,8,otc alterations permit,05/01/2013,0227,015,666,,Sacramento,St,,,"to comply with ordinance 029-13 only, installation of grab bars in sro at the following location. 1/f, 2/f, 3/f bathroom & toilet.",complete,03/17/2014,05/01/2013,05/01/2013,03/17/2014,,,3,3,,,04/26/2014,1200,2200,residential hotel,17,residential hotel,17,0,,3,constr type 3,3,constr type 3,,3,Chinatown,94111,"(37.7937841116813, -122.40408294756271)",130340463293,104,6,3,6,28860,3,10,1,2
201305015931,8,otc alterations permit,05/01/2013,1007,014,3252,,Sacramento,St,,,"all work at retail space, construct new wall to replace existing wall, provide new one hour fire rated soffit, to separate hvac units used for residential units. provide structural detail for hvac platform",complete,12/24/2013,05/01/2013,05/10/2013,12/24/2013,,,2,2,,,05/05/2014,6000,6000,retail sales,2,retail sales,2,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78852574671756, -122.44646857311267)",1303485352240,10,8,6,31,29490,13,1,9,11
M390767,8,otc alterations permit,05/02/2013,0218,014,1560,,Sacramento,St,,,street space,issued,05/02/2013,05/02/2013,05/02/2013,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.7920373645138, -122.41865113644748)",1303564232934,16,6,3,21,28858,5,10,1,2
201305036067,8,otc alterations permit,05/03/2013,1012,014,3744,,Sacramento,St,,,"comply with 3r report inspection report cc-7194 dated 12-12-12 page 2 items 1,2,3 & 5. new dormer, new passageway to furnace, remove sinks, shower toilet from 1st floor.",complete,01/22/2014,05/03/2013,08/21/2013,01/22/2014,,Y,4,4,,,08/16/2014,15000,15000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.787506819286854, -122.45446877657525)",130366987080,10,8,6,31,54,11,1,9,11
201305036067,8,otc alterations permit,05/03/2013,1012,014,3746,,Sacramento,St,,,"comply with 3r report inspection report cc-7194 dated 12-12-12 page 2 items 1,2,3 & 5. new dormer, new passageway to furnace, remove sinks, shower toilet from 1st floor.",complete,01/22/2014,05/03/2013,08/21/2013,01/22/2014,,Y,4,4,,,08/16/2014,15000,15000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.787506819286854, -122.45446877657525)",1303670454552,10,8,6,31,54,11,1,9,11
201305036084,8,otc alterations permit,05/03/2013,1015,037,3965,,Sacramento,St,,,exploratory demo at this stage.,issued,05/03/2013,05/03/2013,05/03/2013,,,,4,4,,,04/28/2014,10000,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78646341561909, -122.45831443215849)",130369487207,10,8,6,31,54,11,1,9,11
M392087,8,otc alterations permit,05/07/2013,0221,144,1224,,Sacramento,St,,,street space,issued,05/07/2013,05/07/2013,05/07/2013,,,,,,,,,,1,,,,,,,,,,,,,,,,130394462953,,,,,,,,,
201305076353,8,otc alterations permit,05/07/2013,0218,014,1560,,Sacramento,St,0,,"see attached termite report #13147. repair frame base at areas in rea cap 12"" max #4 rebar every 12"" o.c. repair lightwells install new roof membrane. replace 3 windows at rear of building with vinyl dual glaze - not visible from street.",complete,11/10/2014,05/07/2013,05/07/2013,11/10/2014,,,4,4,,,04/21/2016,112000,112000,apartments,42,apartments,42,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.7920373645138, -122.41865113644748)",1304034420210,16,6,3,21,28858,5,10,1,2
201305076356,8,otc alterations permit,05/07/2013,0624,005,1950,,Sacramento,St,,,"rear stairs repair remove dry rot posts less than 50%. framing, landing, railing and threads. replace with pressure-treated posts and framing. tongue and groove landing and railing. replace damaged siding visible from ground at 2 lightwells.",complete,06/14/2013,05/07/2013,05/07/2013,06/14/2013,,,3,3,,,05/02/2014,6500,6500,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.7912401313448, -122.42506772017906)",130403976599,102,4,6,30,28858,13,1,6,11
M392347,8,otc alterations permit,05/08/2013,0218,010,1522,,Sacramento,St,,,street space,issued,05/08/2013,05/08/2013,05/08/2013,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.792084701555794, -122.41815460667945)",130406662771,16,6,3,21,28858,5,10,1,2
201305086444,8,otc alterations permit,05/08/2013,0630,012,2530,,Sacramento,St,0,,remove existing rear garage from original scope of work per app#201109164904,complete,10/18/2013,05/08/2013,05/08/2013,10/18/2013,,,2,2,,,05/03/2014,1,1,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.790017239954544, -122.43476650149255)",1304153305087,102,4,6,30,29490,13,1,6,11
201305096514,8,otc alterations permit,05/09/2013,0222A,028,1170,,Sacramento,St,8,D,"selective demolition, removal of drywall, ceiling and floor finishes in selected area to determine location of plmg lines for future remodel under seperate permit. no structural wall will be removed.",complete,02/27/2014,05/09/2013,05/09/2013,02/27/2014,,,19,19,,,05/04/2014,10000,10000,apartments,73,apartments,73,2,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",130423463037,16,6,3,21,28857,3,10,1,2
201305106681,8,otc alterations permit,05/10/2013,0222,009,1100,,Sacramento,St,0,,"#208 - replace fixtures & finishes in one bathroom, add bathroom, interior remodeling, no structural or exterior work.",complete,01/24/2014,05/10/2013,07/24/2013,01/24/2014,,,11,11,,,07/19/2014,75000,75000,apartments,33,apartments,33,2,,2,constr type 2,2,constr type 2,,3,Nob Hill,94108,"(37.79294651184879, -122.41140684124001)",1304436406393,16,6,3,21,28857,3,10,1,2
201305106682,8,otc alterations permit,05/10/2013,0222,009,1100,,Sacramento,St,0,,"#1008 - revision to appl #2012.09.04.8879 - change guardrail at stair from 42"" above nose of tread to 36"".",complete,07/31/2013,05/10/2013,07/24/2013,07/31/2013,,,11,11,,,07/19/2014,1,1,apartments,33,apartments,33,2,,2,constr type 2,2,constr type 2,,3,Nob Hill,94108,"(37.79294651184879, -122.41140684124001)",1304438406393,16,6,3,21,28857,3,10,1,2
201305136783,8,otc alterations permit,05/13/2013,1007,033,3240,,Sacramento,St,,A,renailing siding at left side about 500 sq.ft. and paint building. work non street visable. replace (e) penthouse door at roof in kind.,complete,07/15/2013,05/13/2013,05/13/2013,07/15/2013,,,5,5,,,05/08/2014,20000,20000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78853847214464, -122.44636862935646)",130456986916,10,8,6,31,29490,13,1,9,11
201305136783,8,otc alterations permit,05/13/2013,1007,034,3240,,Sacramento,St,,B,renailing siding at left side about 500 sq.ft. and paint building. work non street visable. replace (e) penthouse door at roof in kind.,complete,07/15/2013,05/13/2013,05/13/2013,07/15/2013,,,5,5,,,05/08/2014,20000,20000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78853847214464, -122.44636862935646)",130457086917,10,8,6,31,29490,13,1,9,11
201305136783,8,otc alterations permit,05/13/2013,1007,035,3240,,Sacramento,St,,C,renailing siding at left side about 500 sq.ft. and paint building. work non street visable. replace (e) penthouse door at roof in kind.,complete,07/15/2013,05/13/2013,05/13/2013,07/15/2013,,,5,5,,,05/08/2014,20000,20000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78853847214464, -122.44636862935646)",130457186918,10,8,6,31,29490,13,1,9,11
201305136783,8,otc alterations permit,05/13/2013,1007,036,3240,,Sacramento,St,,D,renailing siding at left side about 500 sq.ft. and paint building. work non street visable. replace (e) penthouse door at roof in kind.,complete,07/15/2013,05/13/2013,05/13/2013,07/15/2013,,,5,5,,,05/08/2014,20000,20000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78853847214464, -122.44636862935646)",130457286919,10,8,6,31,29490,13,1,9,11
201305146924,8,otc alterations permit,05/14/2013,0621,008,1624,,Sacramento,St,,,to obtain final inspection for work approved under pa#200111273939 all work is complete.,complete,05/17/2013,05/14/2013,05/14/2013,05/17/2013,,,4,4,,,05/09/2014,1,1,apartments,15,apartments,15,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79188469706749, -122.41995514905466)",130474676497,105,4,3,21,28858,13,10,6,2
201305156973,8,otc alterations permit,05/15/2013,0237,014,353,,Sacramento,St,,,"15th floor:demo and construct selected non-structural partitions. relocate 4 existing light fixtures and glazing, new electrical and tel/data, mechanical, electrical, sprinkler and life safety under separate permit",complete,08/20/2013,05/15/2013,05/17/2013,08/20/2013,,,23,23,,,05/12/2014,68000,68000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",130480763381,108,6,3,8,28860,4,10,1,2
201305156988,8,otc alterations permit,05/15/2013,1015,037,3965,,Sacramento,St,,,new bathromm on 3rd level. 2nd level:renovate extg bathroom to become new master bathroom. new closets for extg bedrooms 303 and 305 and renovate extg closets for bedroom 303 and 305 to become connected new bathroom. 1st level:renovate kitchen and new  opening from dining room to nook.,complete,08/26/2013,05/15/2013,05/21/2013,08/26/2013,,,3,3,,,05/16/2014,100000,100000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78646341561909, -122.45831443215849)",130482687207,10,8,6,31,54,11,1,9,11
201305207357,8,otc alterations permit,05/20/2013,1018,009,3681,,Sacramento,St,,,"replace deck waterproof membrane, replace viny siding on top floor at rear of building with hardi plank siding to match lwer levels, not visible from street",complete,11/06/2013,05/20/2013,05/20/2013,11/06/2013,,,2,2,,,05/15/2014,25000,25000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78715352378335, -122.45316898393703)",1305298452160,10,8,6,31,54,11,1,9,11
201305207390,8,otc alterations permit,05/20/2013,0222C,009,1190,,Sacramento,St,10,,remodel two bathrooms.,complete,10/10/2013,05/20/2013,05/20/2013,10/10/2013,,,12,12,,,05/15/2014,35000,35000,apartments,12,apartments,12,2,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.7926793737694, -122.41245412373156)",1305342477596,16,6,3,21,28857,3,10,1,2
201305207430,8,otc alterations permit,05/20/2013,0247,025,1375,,Sacramento,St,,,reroofing,complete,10/10/2013,05/20/2013,05/20/2013,10/10/2013,,,,,,,05/15/2014,13120,13120,apartments,,apartments,,0,,,,,,,3,Nob Hill,94109,"(37.792006464866006, -122.41542936460583)",130539663543,16,6,3,21,28858,5,10,1,2
M396627,8,otc alterations permit,05/22/2013,1022,022,3239,,Sacramento,St,,,street space & mta parking meter,issued,05/22/2013,05/22/2013,05/22/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94115,"(37.78800188030166, -122.44623212445869)",1305694469026,10,8,6,31,29490,13,1,9,11
201305237708,8,otc alterations permit,05/23/2013,0237,016,353,,Sacramento,St,,,15th floor-relocate 2 speakers & 1 strobe at (e) fire alarm system,complete,08/29/2013,05/23/2013,05/23/2013,08/29/2013,,,23,23,,Y,05/18/2014,1300,1300,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79405271203426, -122.39975157573498)",130574863383,108,6,3,8,28860,4,10,1,2
201305237795,8,otc alterations permit,05/23/2013,0249,029,1565,,Sacramento,St,1,,"unit #1:  (1) bath remodel, new tub, toilet and vanity",issued,05/23/2013,05/23/2013,05/23/2013,,,,3,3,,,05/18/2014,9800,9800,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.7915369570035, -122.41853939950865)",1305856445092,16,6,3,21,28858,5,10,1,2
201305247837,8,otc alterations permit,05/24/2013,0222A,048,1170,,Sacramento,St,13,D,"unit #13d:   remodel (2) existing bathrooms;  new floor and wall finishes, new plumbing and light  fixtures, new hardwood flooring throughout unit.",complete,02/27/2014,05/24/2013,05/24/2013,02/27/2014,,,19,19,,,05/08/2016,150000,150000,apartments,73,apartments,73,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",130590763057,16,6,3,21,28857,3,10,1,2
201305287936,8,otc alterations permit,05/28/2013,0621,009,1630,,Sacramento,St,,,"attach sheetrock (1-sheet)  apt. #1 ceiling, attach sheetrock (2-sheets)   hallway, attached sheetrock (1-sheet)  basement,  re-attached water closet, vanity and replace linoleum/tile floor bathroom apt # 1 (only on water - damaged area).  use 5/8 type ""x"" sheetrock.",complete,06/26/2013,05/28/2013,05/28/2013,06/26/2013,,,4,4,,,05/23/2014,2400,2400,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79186800294968, -122.42008759233556)",1306026235970,105,4,3,21,28858,13,10,6,2
