RECORD_ID,RECORD_TYPE,RECORD_STATUS,CLASS,BLOCK,LOT,MAPBLOCKLOT,PARENT_ID,CHILD_ID,OPEN_DATE,CLOSE_DATE,PROJECT_NAME,PROJECT_ADDRESS,SUPERVISOR_DISTRICT,RELATED_BUILDING_PERMIT,NUMBER_OF_UNITS,NUMBER_OF_MARKET_RATE_UNITS,NUMBER_OF_AFFORDABLE_UNITS,DATE_APPLICATION_SUBMITTED,DATE_ENTITLEMENTS_APPROVED,DATE_PPA_SUBMITTED,DATE_APPLICATION_ACCEPTED,DATE_OF_FINAL_HEARING,DEVELOPER_NAME,DEVELOPER_ORG,ASSIGNED_TO_PLANNER,PLANNER_FIRST_NAME,PLANNER_LAST_NAME,PLANNER_EMAIL,PLANNER_PHONE,DESCRIPTION,DATE_PPA_LETTER_ISSUED,DATE_NIA_ISSUED,DATE_PLAN_CHECK_LETTER_ISSUED,DATE_PROJECT_DESC_STABLE,DATE_OF_FIRST_HEARING,CHANGE_OF_USE,ADDITIONS,NEW_CONSTRUCTION,LEG_ZONE_CHANGE,DEMOLITION,LOT_LINE_ADJUST,FACADE_ALT,ROW_IMPROVE,OTHER_PRJ_DESC,FORMULA_RETAIL,CANNABIS,MEDICAL_CANNABIS_DISPENSARY,MASSAGE,TOBACCO,FINANCIAL,OTHER_NON_RES,OTHER_NON_RES_DESC,SPECIAL_NEEDS,SENIOR,AFFORDABLE_UNITS,STUDENT,INCLUSIONARY,ADU,LEGALIZATION,CHANGE_OF_DWELLING_UNITS,SB35,AB2162,HOUSING_SUSTAINABILITY_DIST,RENTAL_UNITS,OWNERSHIP_UNITS,UNKOWN_UNITS,SB330,PRELIMINARY_HOUSING_APP_DATE,HOMESF,STATE_DENSITY_BONUS_ANALYZED,STATE_DENSITY_BONUS_INDIVIDUAL,BASE_DENSITY,BONUS_DENSITY,INCLUSIONARY_PERCENT,REAR_YARD,EXPOSURE,OFF_STREET_LOADING,PARKING,OPEN_SPACE,HEIGHT_LIMIT,OTHER_MODIFICATION,OTHER_MODIFICATION_DESC,AHBP_100_PERCENT_AFFORDABLE,ENVIRONMENTAL_REVIEW_TYPE,RESIDENTIAL_EXIST,PARKING_SPACES_EXIST,CAR_SHARE_SPACES_EXIST,PARKING_GSF_EXIST,RETAIL_COMMERCIAL_EXIST,OFFICE_EXIST,INDUSTRIAL_PDR_EXIST,MEDICAL_EXIST,VISITOR_EXIST,CIE_EXIST,RESIDENTIAL_PROP,PARKING_SPACES_PROP,CAR_SHARE_SPACES_PROP,PARKING_GSF_PROP,RETAIL_COMMERCIAL_PROP,OFFICE_PROP,INDUSTRIAL_PDR_PROP,MEDICAL_PROP,VISITOR_PROP,CIE_PROP,RESIDENTIAL_STUDIO_EXIST,RESIDENTIAL_1BR_EXIST,RESIDENTIAL_2BR_EXIST,RESIDENTIAL_3BR_EXIST,RESIDENTIAL_ADU_STUDIO_EXIST,RESIDENTIAL_ADU_1BR_EXIST,RESIDENTIAL_ADU_2BR_EXIST,RESIDENTIAL_ADU_3BR_EXIST,RESIDENTIAL_GH_ROOMS_EXIST,RESIDENTIAL_GH_BEDS_EXIST,RESIDENTIAL_SRO_EXIST,RESIDENTIAL_MICRO_EXIST,RESIDENTIAL_STUDIO_PROP,RESIDENTIAL_1BR_PROP,RESIDENTIAL_2BR_PROP,RESIDENTIAL_3BR_PROP,RESIDENTIAL_ADU_STUDIO_PROP,RESIDENTIAL_ADU_1BR_PROP,RESIDENTIAL_ADU_2BR_PROP,RESIDENTIAL_ADU_3BR_PROP,RESIDENTIAL_GH_ROOMS_PROP,RESIDENTIAL_GH_BEDS_PROP,RESIDENTIAL_SRO_PROP,RESIDENTIAL_MICRO_PROP
5523PRV,PRV,Closed - Informational,,3767,305,3767305,,,2006-07-27 11:40:54,2006-08-02 00:00:00,"430 Main St. & 429 Beale St. - Redevelopment of 2 parcel site totaling 18,906 sq. ft. to residential use with 55 new dwelling unit","429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,,,,,,"Zupsic, Christopher",Portland-Pacific Main LLC,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,"430 Main St. & 429 Beale St. - Redevelopment of 2 parcel site totaling 18,906 sq. ft. to residential use with 55 new dwelling units and parking spaces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559PRV,PRV,Closed - Informational,,3767,305,3767305,,,2007-05-10 10:39:14,2007-05-23 00:00:00,430 Main St. & 429 Beale St. - Demolish existing 2-story industrial building & construct a 9-story residential building with 200 u,"429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,,,,,,"Hauser, George",Hauser Architects,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,430 Main St. & 429 Beale St. - Demolish existing 2-story industrial building & construct a 9-story residential building with 200 units and 100 parking spaces.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7052PRV,PRV,Closed - Informational,,3767,305,3767305,,,2007-10-11 17:38:27,2007-10-16 00:00:00,430 Main & 429 Beale St. - Demolish existing structures and construct an 8-story building with 113 units.,"429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,,,,,,"Doyle, Jason",MacFarlane Partners,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,430 Main & 429 Beale St. - Demolish existing structures and construct an 8-story building with 113 units.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7682PRV,PRV,Closed - Informational,,3767,306,3767306,,,2008-07-03 12:04:59,2008-07-08 00:00:00,"430 Main St - to discuss in greater detail the design of a 84 foot, 113-unit project","430 - 0 MAIN ST, SAN FRANCISCO, CA 94105",,,0,0,0,,,,,,"Doyle, Jason",MacFarlane Partners,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,"430 Main St - to discuss in greater detail the design of a 84 foot, 113-unit project",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798PRV,PRV,Closed - Informational,,1764,031,1764031,,,2008-08-14 15:00:32,2008-08-20 00:00:00,"1338 & 1348 10th Ave. (1764/031,032) - to discuss change of use from education to genereal publishing.  (Mary Woods)","1348 - 0 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,,,,,,"La Londe, Kyle",Jeffer Mangels Butler & Marmaro LL,Mary Cheung-Woods,Mary,Cheung-Woods,mary.woods@sfgov.org,415-558-6315,"1338 & 1348 10th Ave. (1764/031,032) - to discuss change of use from education to genereal publishing.  (Mary Woods)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-076,APL,Closed - Appeal Upheld,,1741,032,1741032,,,1986-03-21 00:00:00,1986-04-30 00:00:00,1258 10TH AV,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-089,APL,Closed - Appeal Upheld,,1741,032,1741032,,,1986-04-07 00:00:00,1986-04-30 00:00:00,1258 10TH AV,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-171,APL,Closed,,1855,050,1855050,,,1988-01-01 00:00:00,2016-05-09 09:25:30,1578 10TH AV,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-172,APL,Closed,,1855,050,1855050,,,1988-01-01 00:00:00,2016-05-09 09:25:30,1578 10TH AV,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8922PRV,PRV,Closed - Informational,,0636,037,0636037,,,2010-05-03 09:59:10,2010-06-02 00:00:00,2451 Sacramento St (0636/037); Project Review Meeting for an empty lot to be rezoned.  Applicant requests for an Environmental Pla,,,,0,0,0,,,,,,"Hemminger, Charles",Hemminger Architects,Glenn Cabreros,Glenn,Cabreros,glenn.cabreros@sfgov.org,415-558-6169,2451 Sacramento St (0636/037); Project Review Meeting for an empty lot to be rezoned.  Applicant requests for an Environmental Planner; also requesting for David Lindsay.  Fee was paid in March 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982ZAD,ZAD,Closed - Issued,,3767,305,3767305,,,2010-06-04 14:30:42,2010-07-21 00:00:00,"430 Main & 429 Beale Street (3767, Lots 305 & 306); Letter of Determination",,,,0,0,0,,,,,,"Tunny, Tommy",Reuben & Junius,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,"430 Main & 429 Beale Street (3767, Lots 305 & 306); Letter of Determination",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-046,APL,Closed - Appeal Upheld,,2208,013,2208013,,,1996-04-24 00:00:00,1997-02-26 00:00:00,2168 10TH AV,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-140,APL,Closed - Appeal Denied,,2208,013,2208013,,,1996-10-21 00:00:00,1996-02-26 00:00:00,2168 10TH AV,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE73.195,ENV,Closed - CEQA Clearance Issued,COMPLETE,1741,032,1741032,,,1973-11-08 00:00:00,1973-11-23 00:00:00,1258 10th Ave,"1258 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,,,,,,",",,,,,,,6 Unit Apartment Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE80.114,ENV,Closed - CEQA Clearance Issued,COMPLETE,3554,005,3554005,,,1980-03-10 00:00:00,1980-07-11 00:00:00,1950 Mission St,"1950 MISSION ST, SAN FRANCISCO, CA 94110",,,0,0,0,,,,,,",",,,,,,,"Leasing of School Property

Rezoning from P to C-M & leasing on long term lease of 35,400 sq ft site containing a 1 story 12,152 sq ft building now used for offices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIG780,GAS,Permitted,,3767,306,3767306,,,2015-12-18 00:00:00,,430 MAIN ST,,6,,0,0,0,,,,,,"Smith, Collin",Fuel Outdoor,Jonathan Purvis,Jonathan,Purvis,jonathan.purvis@sfgov.org,415-558-6354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R66.058,GPR,Closed - Approved,COMPLETE,1764,031,1764031,,,1966-07-12 00:00:00,1966-08-11 00:00:00,1348 10th Ave,"1038 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,,,,,,,,,,,,,Sale of property abandoned firehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R69.010,GPR,Closed - Approved,COMPLETE,1764,031,1764031,,,1969-01-20 00:00:00,1969-02-21 00:00:00,1348 10th Ave,"1348 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,,,,,,,,,,,,,"Sale of property, 10th Ave firehouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V09-055,APL,Closed - Appeal Denied,,3767,305,3767305,2007.1121,,2009-06-03 00:00:00,2009-08-05 00:00:00,430 Main St,,,,0,0,0,,,,,,,,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
