the_geom,OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module,templateid,parent,children,constructcost,planner_name,planner_email,planner_phone,acalink,aalink,CHANGE_OF_USE,ADDITIONS,NEW_CONSTRUCTION,LEG_ZONE_CHANGE,DEMOLITION,LOT_LINE_ADJUST,FACADE_ALT,ROW_IMPROVE,OTHER_PRJ_DESC,SPECIAL_NEEDS,SENIOR,AFFORDABLE_UNITS,STUDENT,INCLUSIONARY,STATE_DENSITY_BONUS,ADU,FORMULA_RETAIL,MCD,TOBACCO,FINANCIAL,MASSAGE,MCD_REFERRAL,OTHER_NON_RES,ENVIRONMENTAL_REVIEW_TYPE,LAND_USE_RC_EXIST,LAND_USE_RC_PROP,LAND_USE_RC_NET,LAND_USE_RESIDENTIAL_EXIST,LAND_USE_RESIDENTIAL_PROP,LAND_USE_RESIDENTIAL_NET,LAND_USE_CIE_EXIST,LAND_USE_CIE_PROP,LAND_USE_CIE_NET,LAND_USE_PDR_EXIST,LAND_USE_PDR_PROP,LAND_USE_PDR_NET,LAND_USE_OFFICE_EXIST,LAND_USE_OFFICE_PROP,LAND_USE_OFFICE_NET,LAND_USE_MEDICAL_EXIST,LAND_USE_MEDICAL_PROP,LAND_USE_MEDICAL_NET,LAND_USE_VISITOR_EXIST,LAND_USE_VISITOR_PROP,LAND_USE_VISITOR_NET,LAND_USE_PARKING_SPACES_EXIST,LAND_USE_PARKING_SPACES_PROP,LAND_USE_PARKING_SPACES_NET,PRJ_FEATURE_AFFORDABLE_EXIST,PRJ_FEATURE_AFFORDABLE_PROP,PRJ_FEATURE_AFFORDABLE_NET,PRJ_FEATURE_HOTEL_ROOMS_EXIST,PRJ_FEATURE_HOTEL_ROOMS_PROP,PRJ_FEATURE_HOTEL_ROOMS_NET,PRJ_FEATURE_MARKET_RATE_EXIST,PRJ_FEATURE_MARKET_RATE_PROP,PRJ_FEATURE_MARKET_RATE_NET,PRJ_FEATURE_BUILD_EXIST,PRJ_FEATURE_BUILD_PROP,PRJ_FEATURE_BUILD_NET,PRJ_FEATURE_STORIES_EXIST,PRJ_FEATURE_STORIES_PROP,PRJ_FEATURE_STORIES_NET,PRJ_FEATURE_PARKING_EXIST,PRJ_FEATURE_PARKING_PROP,PRJ_FEATURE_PARKING_NET,PRJ_FEATURE_LOADING_EXIST,PRJ_FEATURE_LOADING_PROP,PRJ_FEATURE_LOADING_NET,PRJ_FEATURE_BIKE_EXIST,PRJ_FEATURE_BIKE_PROP,PRJ_FEATURE_BIKE_NET,PRJ_FEATURE_CAR_SHARE_EXIST,PRJ_FEATURE_CAR_SHARE_PROP,PRJ_FEATURE_CAR_SHARE_NET,PRJ_FEATURE_USABLE_EXIST,PRJ_FEATURE_USABLE_PROP,PRJ_FEATURE_USABLE_NET,PRJ_FEATURE_PUBLIC_EXIST,PRJ_FEATURE_PUBLIC_PROP,PRJ_FEATURE_PUBLIC_NET,PRJ_FEATURE_ART_EXIST,PRJ_FEATURE_ART_PROP,PRJ_FEATURE_ART_NET,PRJ_FEATURE_ROOF_EXIST,PRJ_FEATURE_ROOF_PROP,PRJ_FEATURE_ROOF_NET,PRJ_FEATURE_SOLAR_EXIST,PRJ_FEATURE_SOLAR_PROP,PRJ_FEATURE_SOLAR_NET,PRJ_FEATURE_LIVING_EXIST,PRJ_FEATURE_LIVING_PROP,PRJ_FEATURE_LIVING_NET,PRJ_FEATURE_OTHER,PRJ_FEATURE_OTHER_EXIST,PRJ_FEATURE_OTHER_PROP,PRJ_FEATURE_OTHER_NET,RESIDENTIAL_STUDIO_EXIST,RESIDENTIAL_STUDIO_PROP,RESIDENTIAL_STUDIO_NET,RESIDENTIAL_1BR_EXIST,RESIDENTIAL_1BR_PROP,RESIDENTIAL_1BR_NET,RESIDENTIAL_2BR_EXIST,RESIDENTIAL_2BR_PROP,RESIDENTIAL_2BR_NET,RESIDENTIAL_3BR_EXIST,RESIDENTIAL_3BR_PROP,RESIDENTIAL_3BR_NET,RESIDENTIAL_ADU_STUDIO_EXIST,RESIDENTIAL_ADU_STUDIO_PROP,RESIDENTIAL_ADU_STUDIO_NET,RESIDENTIAL_ADU_STUDIO_AREA,RESIDENTIAL_ADU_1BR_EXIST,RESIDENTIAL_ADU_1BR_PROP,RESIDENTIAL_ADU_1BR_NET,RESIDENTIAL_ADU_1BR_AREA,RESIDENTIAL_ADU_2BR_EXIST,RESIDENTIAL_ADU_2BR_PROP,RESIDENTIAL_ADU_2BR_NET,RESIDENTIAL_ADU_2BR_AREA,RESIDENTIAL_ADU_3BR_EXIST,RESIDENTIAL_ADU_3BR_PROP,RESIDENTIAL_ADU_3BR_NET,RESIDENTIAL_ADU_3BR_AREA,RESIDENTIAL_GH_ROOMS_EXIST,RESIDENTIAL_GH_ROOMS_PROP,RESIDENTIAL_GH_ROOMS_NET,RESIDENTIAL_GH_BEDS_EXIST,RESIDENTIAL_GH_BEDS_PROP,RESIDENTIAL_GH_BEDS_NET,RESIDENTIAL_SRO_EXIST,RESIDENTIAL_SRO_PROP,RESIDENTIAL_SRO_NET,RESIDENTIAL_MICRO_EXIST,RESIDENTIAL_MICRO_PROP,RESIDENTIAL_MICRO_NET,RELATED_BUILDING_PERMIT,BOS_1ST_READ,BOS_2ND_READ,COM_HEARING,MAYORAL_SIGN,TRANSMIT_DATE_BOS,COM_HEARING_DATE_BOS,Shape_Length,Shape_Area
"MULTIPOLYGON (((-122.467925194 37.773616411, -122.467766434 37.77362364, -122.467752653 37.773433236, -122.467911412 37.773426022, -122.467925194 37.773616411)))",7767,2017-011346MIS,09/05/2017 12:00:00 AM +0000,Closed - Approved,09/25/2017 12:00:00 AM +0000,798 10TH AVE 94118,Misc. Permits-REF (MIS),MIS,Planning,Referral,Applications,Planning/Applications/Referral/MIS,798 - 10th Avenue - Verizon ROW WTS Facility,Verizon ROW WTS Facility: Installation and operation of wireless equipment and antennas for Verizon on Existing JPA Wood Pole,AWOODS,Planning,17CAP-00000-008R7,,,0,Ashley Lindsay,ashley.lindsay@sfgov.org,415-575-9178,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=17CAP&capID2=00000&capID3=008R7&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=17CAP&ID2=00000&ID3=008R7&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000699636560515,0.000000030326776
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",30145,2016-002313GEN,02/08/2016 12:00:00 AM +0000,Closed - Informational,02/12/2016 12:00:00 AM +0000,429 BEALE ST 94105,Generic (GEN),GEN,Planning,General,Applications,Planning/Applications/General/GEN,429 Beale / 430 Main - 2014-002033ENV/DNX,Record Request,JCHEN,Planning,16CAP-00000-001S9,,,,Josephine Chen,josephine.chen@sfgov.org,415-575-9199,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=001S9&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=001S9&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))",2894,2018-000851ENF,01/11/2018 12:00:00 AM +0000,Closed - Abated,03/16/2018 12:00:00 AM +0000,8 10TH ST 94103,Enforcement (ENF),ENF,Planning,Code Enforcement,Complaint,Planning/Complaint/Code Enforcement/ENF,8 10th Street Illegal Short-Term Rentals by Lessees in MultipleDwelling Units,"8 10th Street Illegal Short-Term Rentals. Ongoing Illegal Short-Term Rentals by Lesses resulting in quality of life complaints from long-term residents. Listings appear to include persons involved in illegal short-term rentals at multiple properties including Paul Hamadeh & Heigo Paartalu (lLooky homes operation) : https://www.airbnb.com/rooms/18522159; https://www.airbnb.com/rooms/18859942; https://www.airbnb.com/rooms/19590104; https://www.airbnb.com/rooms/20857978; https://www.airbnb.com/rooms/21553816; https://www.airbnb.com/rooms/6186737; https://www.airbnb.com/rooms/6559856; https://www.airbnb.com/rooms/7439398; https://www.airbnb.com/rooms/17027820
"MULTIPOLYGON (((-122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.390146674 37.787310971, -122.39047725 37.78704965)))",63564,2012.1313E,10/15/2012 12:00:00 AM +0000,Closed - Cancelled,04/09/2013 12:00:00 AM +0000,"429 BEALE ST, SAN FRANCISCO, CA 94105",Environmental (ENV),ENV,Planning,Environmental,Applications,Planning/Applications/Environmental/ENV,429 BEALE ST,"Add 4,000 sft of residential space to the roof of an existing building",MLI,Planning,12HIS-00000-01N7R,2012.1313,,0,Michael Li,Michael.J.Li@sfgov.org,415-575-9107,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=12HIS&capID2=00000&capID3=01N7R&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=12HIS&ID2=00000&ID3=01N7R&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001275208569416,0.000000088469856
"MULTIPOLYGON (((-122.464740365 37.725176241, -122.464379455 37.725132622, -122.464378561 37.725132508, -122.464377671 37.725132381, -122.464376783 37.725132241, -122.464375898 37.72513209, -122.464375016 37.725131927, -122.464374139 37.725131751, -122.464373265 37.725131563, -122.464372396 37.725131363, -122.46437153 37.725131151, -122.46437067 37.725130927, -122.464369815 37.725130691, -122.464368966 37.725130443, -122.464368121 37.725130184, -122.464367283 37.725129913, -122.46436645 37.72512963, -122.464365626 37.725129336, -122.464364805 37.72512903, -122.464363993 37.725128714, -122.464363187 37.725128385, -122.464362389 37.725128046, -122.464361598 37.725127696, -122.464360816 37.725127335, -122.464360042 37.725126963, -122.464359275 37.725126581, -122.464358518 37.725126188, -122.464357768 37.725125784, -122.464357028 37.72512537, -122.464356297 37.725124946, -122.464355576 37.725124512, -122.464354864 37.725124068, -122.464354162 37.725123612, -122.46435347 37.725123149, -122.464352788 37.725122676, -122.464352117 37.725122194, -122.464351457 37.725121702, -122.464350808 37.725121202, -122.464350169 37.725120691, -122.464349543 37.725120173, -122.464348926 37.725119646, -122.464348322 37.72511911, -122.46434773 37.725118566, -122.46434715 37.725118015, -122.464346583 37.725117455, -122.464346027 37.725116887, -122.464345484 37.725116311, -122.464344954 37.725115729, -122.464344438 37.725115139, -122.464343933 37.725114542, -122.464343442 37.725113937, -122.464342965 37.725113327, -122.4643425 37.725112709, -122.464342049 37.725112086, -122.464341613 37.725111456, -122.464341191 37.72511082, -122.464340781 37.725110179, -122.464340386 37.725109532, -122.464340006 37.725108879, -122.46433964 37.725108222, -122.464339289 37.725107559, -122.464338951 37.725106892, -122.46433863 37.72510622, -122.464338322 37.725105544, -122.46433803 37.725104864, -122.464337753 37.725104179, -122.46433749 37.725103491, -122.464337242 37.725102799, -122.464337011 37.725102104, -122.464336794 37.725101406, -122.464336592 37.725100705, -122.464336407 37.725100002, -122.464336237 37.725099295, -122.464335945 37.725097894, -122.46432729 37.725048488, -122.464319614 37.724998981, -122.464716306 37.724992426, -122.46471789 37.725008343, -122.464719566 37.725024254, -122.46472664 37.725083485, -122.464740365 37.725176241)))",11658,2017-006823PRJ,06/01/2017 12:00:00 AM +0000,Closed,10/05/2017 12:00:00 AM +0000,101 URBANO DR 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,101 URBANO DR,"COMPLY W/ COMPLAINT #201776386, UNIT LEGALIZATION ORD 43-14, LEGALIZATION OF DWELLING UNIT INSTALL WITHOUT PERMIT,. LEGALIZE EISTING KITCHE, BEDRMS & TWO BATHRM. ALL WORK AT GROUND FLOOR.",SJIMENEZ,Planning,17CAP-00000-0059K,,,0,Sylvia Jimenez,sylvia.jimenez@sfgov.org,415-575-9187,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=17CAP&capID2=00000&capID3=0059K&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=17CAP&ID2=00000&ID3=0059K&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201705237369,,,,,,,0.001105426791584,0.00000006141848
"MULTIPOLYGON (((-122.423674693 37.767604327, -122.423591902 37.76760933, -122.423488412 37.767615585, -122.423391823 37.767621422, -122.423305583 37.767626633, -122.423167597 37.767634971, -122.423084806 37.767639975, -122.423002015 37.767644977, -122.422915774 37.767650189, -122.422829534 37.7676554, -122.422743293 37.767660612, -122.422639804 37.767666864, -122.422294907 37.767687704, -122.422192516 37.766618728, -122.424020727 37.76650825, -122.424039093 37.766699941, -122.42414258 37.766693687, -122.424225845 37.767562755, -122.42377222 37.767590171, -122.423741173 37.767592047, -122.423741961 37.767600262, -122.423674693 37.767604327)))",122971,1592PRV,06/19/2002 12:00:00 AM +0000,Closed - Informational,06/26/2002 12:00:00 AM +0000,"340 VALENCIA ST, SAN FRANCISCO, CA",Project Review Meetings (PRV),PRV,Planning,Project Review,Applications,Planning/Applications/Project Review/PRV,340-370 Valencia Street.  Discuss Valencia Gardens HOPE VI development.,340-370 Valencia Street.  Discuss Valencia Gardens HOPE VI development.,JPURVIS,Planning,02HIS-00000-004XQ,,,0,Jonathan Purvis,jonathan.purvis@sfgov.org,415-558-6354,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=02HIS&capID2=00000&capID3=004XQ&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=02HIS&ID2=00000&ID3=004XQ&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006018209451418,0.000002052953521
"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))",116238,2675PRV,08/06/2003 12:00:00 AM +0000,Closed - Informational,08/13/2003 12:00:00 AM +0000,"1348 10TH AV, SAN FRANCISCO, CA 94122",Project Review Meetings (PRV),PRV,Planning,Project Review,Applications,Planning/Applications/Project Review/PRV,1338 and 1348 - 10th Avenue [Oakes Children's Center].  Demolish building and construct a new three-story building.,1338 and 1348 - 10th Avenue [Oakes Children's Center].  Demolish building and construct a new three-story building.,DLINDSAY,Planning,03HIS-00000-01VE0,,,0,David Lindsay,david.lindsay@sfgov.org,415-558-6393,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=03HIS&capID2=00000&capID3=01VE0&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=03HIS&ID2=00000&ID3=01VE0&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00113215607749,0.000000062704518
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",48734,2014-002033ENV,11/04/2014 12:00:00 AM +0000,Under Review,,429 BEALE ST 94105,Environmental (ENV),ENV,Planning,Environmental,Applications,Planning/Applications/Environmental/ENV,429 Beale Street and 430 Main Street,"Demolition of two existing self-storage structures.  New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces.",MLI,Planning,15CAP-00000-000KY,2014-002033PRJ,,40000000,Michael Li,Michael.J.Li@sfgov.org,415-575-9107,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=000KY&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=000KY&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,Yes,,,,,,,,,,,,,,,,,,,Community Plan-Exemption/Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.43353668 37.789803255, -122.433489425 37.789579538, -122.433668832 37.789556902, -122.433697625 37.789699266, -122.433701043 37.789698834, -122.433717546 37.789780436, -122.43353668 37.789803255)))",75863,2010.0766,08/31/2010 12:00:00 AM +0000,Closed,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2451 Sacramento Street,Rezone parcel from RM-1 to Upper Fillmore Street NC District.,,Planning,10HIS-00000-01K7V,,"2010.0766E,2010.0766Z",0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=10HIS&capID2=00000&capID3=01K7V&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=10HIS&ID2=00000&ID3=01K7V&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000823728197449,0.000000041267252
"MULTIPOLYGON (((-122.467668506 37.77592553, -122.468087639 37.775906444, -122.4680926 37.77597499, -122.467673468 37.775994074, -122.467668506 37.77592553)))",142017,1998.176Q,03/17/1998 12:00:00 AM +0000,Closed - Approved,04/15/1998 12:00:00 AM +0000,"658 10TH AV, SAN FRANCISCO, CA 94118",Condo-REF (CND),CND,Planning,Referral,Applications,Planning/Applications/Referral/CND,658 10TH AV,Convert 2 units into condominiums,AFALLAY,Planning,98HIS-00000-00TYR,1998.176,,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=98HIS&capID2=00000&capID3=00TYR&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=98HIS&ID2=00000&ID3=00TYR&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000976582236108,0.000000028824127
"MULTIPOLYGON (((-122.424440899 37.798016091, -122.424516106 37.798388965, -122.424177333 37.798432032, -122.424101931 37.798059181, -122.424440899 37.798016091)))",31411,2015-014058ENV,01/04/2016 12:00:00 AM +0000,Closed - CEQA Clearance Issued,11/07/2017 12:00:00 AM +0000,2465 VAN NESS AVE 94123,Environmental (ENV),ENV,Planning,Environmental,Applications,Planning/Applications/Environmental/ENV,2465 VAN NESS AVE,"Demolish gas station and construct a new seven-story building containing 41 residences, approximately 3,000 sf of ground-floor retail, and 31 below-grade vehicle parking spaces.",JBARBOUR,Planning,16CAP-00000-00015,2015-014058PRJ,,25000000,Jennifer McKellar,Jennifer.McKellar@sfgov.org,415-575-8754,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=00015&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=00015&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001443977112987,0.000000129596107
"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))",173190,EE80.114,03/10/1980 12:00:00 AM +0000,Closed - CEQA Clearance Issued,07/11/1980 12:00:00 AM +0000,"1950 MISSION ST, SAN FRANCISCO, CA 94110",Environmental,ENV,Planning,Environmental,Applications,Planning/Applications/Environmental/ENV,1950 Mission St,"Leasing of School Property
"MULTIPOLYGON (((-122.466515057 37.753330443, -122.466519684 37.753399003, -122.466106156 37.753417196, -122.4661014 37.753348641, -122.466515057 37.753330443)))",110584,2004.0661D,07/14/2004 12:00:00 AM +0000,Closed,03/16/2005 12:00:00 AM +0000,"1868 10TH AV, SAN FRANCISCO, CA 94122",Discretionary Review - Public Initiated (DRP),DRP,Planning,Discretionary Review,Applications,Planning/Applications/Discretionary Review/DRP,1868 10TH AV,The proposal is to expand the all three floors of the existing single family dwelling towards the rear of the subject property per the enclosed plans. There will be a partial three-foot set backs  along each side property line.,SVELLVE,Planning,04HIS-00000-0144R,2004.0661,,0,Sara Vellve,sara.vellve@sfgov.org,415-558-6263,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=04HIS&capID2=00000&capID3=0144R&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=04HIS&ID2=00000&ID3=0144R&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000965420834499,0.000000028440232
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",32088,ORIG780,12/18/2015 12:00:00 AM +0000,Permitted,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,430 MAIN ST,,JPURVIS,Planning,15CAP-00000-00DRV,,,0,Jonathan Purvis,jonathan.purvis@sfgov.org,415-558-6354,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DRV&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DRV&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001318849353684,0.000000093114579
"MULTIPOLYGON (((-122.467668506 37.77592553, -122.468087639 37.775906444, -122.4680926 37.77597499, -122.467673468 37.775994074, -122.467668506 37.77592553)))",142006,1998.176,03/17/1998 12:00:00 AM +0000,Closed,,"658 10TH AV, SAN FRANCISCO, CA 94118",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,658 10TH AV,Convert 2 units into condominiums,,Planning,98HIS-00000-00TYQ,,1998.176Q,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=98HIS&capID2=00000&capID3=00TYQ&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=98HIS&ID2=00000&ID3=00TYQ&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000976582236108,0.000000028824127
